Category,Message,transformed_msg
0,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,someon year lt gt toyota camri like mr olayiwola mileag lt gt clean need know much sell rais dough soon land sell holla back
0,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!,guess pub im im happi pig clover whatev say
0,ILL B DOWN SOON,ill b soon
0,Oh k. . I will come tomorrow,oh come tomorrow
0,Go fool dont cheat others ok,go fool dont cheat other ok
0,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",mobil sm ur mail regard achan
0,"By the way, 'rencontre' is to meet again. Mountains dont....",way meet mountain dont
1,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,guarante cash prize claim yr prize call custom servic repres 08714712412 cost 10p
0,U attend ur driving lesson how many times a wk n which day?,u attend ur drive lesson mani time wk n day
0,"Uncle G, just checking up on you. Do have a rewarding month",uncl g check reward month
0,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,hello boytoy geeee miss today like send tm remind think love
0,I think the other two still need to get cash but we can def be ready by 9,think two still need get cash def readi 9
0,Hey gals...U all wanna meet 4 dinner at nìte?,hey gal u wan na meet 4 dinner nìte
0,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,babe talk think good boy miss love
0,Great! How is the office today?,great offic today
0,"It's cool, we can last a little while. Getting more any time soon?",cool last littl get time soon
0,:-( sad puppy noise,sad puppi nois
0,Yes its possible but dint try. Pls dont tell to any one k,ye possibl dint tri pl dont tell one k
0,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,anyway holla whenev around need excus go creep peopl sarasota
0,Where you. What happen,happen
0,I was gonna ask you lol but i think its at 7,gon na ask lol think 7
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,ur current 500 pound maxim ur send go 86688 cc 08718720201
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,privat 2003 account statement show 800 point call 08715203685 identifi expir
0,Go chase after her and run her over while she's crossing the street,go chase run cross street
1,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),like tell deepest darkest fantasi call 09094646631 stop text call 08712460324 nat rate
0,Hey... Very inconvenient for your sis a not huh?,hey inconveni si huh
0,Ok i vl..do u know i got adsense approved..,ok u know got adsens
0,"* Was really good to see you the other day dudette, been missing you!",realli good see day dudett miss
0,I want to go to perumbavoor,want go perumbavoor
0,How many times i told in the stage all use to laugh. You not listen aha.,mani time told stage use laugh listen aha
0,(You didn't hear it from me),hear
0,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,thank talk saturday dear cherish brother role model
0,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,pl clarifi back open return ticket prepon go back kerala
1,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,natali invit friend repli see stop send stop frnd 62468
0,She ran off with a younger man. we will make pretty babies together :),ran younger man make pretti babi togeth
1,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,jamster get free wallpap text heart 88888 c appli 16 need help call 08701213186
0,O ic lol. Should play 9 doors sometime yo,ic lol play 9 door sometim yo
0,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",dunno dad said come home 2 bring us 4 lunch yup go w u lor call u reach school lor
0,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,u go doctor 4 liver get bit stylish get ur hair manag that
0,Hmmm.still we dont have opener?,dont open
0,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,yeah basic time next week get away mom amp get 3
0,I will vote for wherever my heart guides me,vote wherev heart guid
0,With my sis lor... We juz watched italian job.,si lor juz watch italian job
0,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",tick tick tick could die loneli know need
0,Lmao you know me so well...,lmao know well
0,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,train back northampton afraid stay skyve today ho ho around wednesday though fanci comedi club week way
0,Goodnight da thangam I really miss u dear.,goodnight da thangam realli miss u dear
0,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,hey next sun 1030 basic yoga cours bugi go pilat intro next sat tell time r free
0,"Geeeee ... Your internet is really bad today, eh ?",geeeee internet realli bad today eh
1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,free video camera phone half price line rental 12 mth 500 cross ntwk min 100 txt call mobileupd8 08001950382
0,I think i am disturbing her da,think disturb da
0,"Sorry, I'll call you  later. I am in meeting sir.",sorri call later meet sir
0,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,havent stuck orchard dad car go 4 dinner u leh r free tonight
0,Ok i also wan 2 watch e 9 pm show...,ok also wan 2 watch e 9 pm show
0,I dunno lei... Like dun haf...,dunno lei like dun haf
0,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,brother transfer lt gt lt gt pa
0,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,call later afternoon onword mtnl servic get problem south mumbai hear listen
1,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,83039 uk break accommodationvouch term condit appli 2 claim mustprovid claim number 15541
0,Talk to g and x about that,talk g x
0,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),hai dear friend new amp present rajitha raj ranju
1,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,5p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti
0,As in different styles?,differ style
1,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,win shop spree everi week start 2 play text store skilgm tscs08714740323 1winawk age16
0,Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni8
1,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",2nd attempt contract u week top prize either cash prize call 09066361921
0,"Well, i'm glad you didn't find it totally disagreeable ... Lol",well glad find total disagre lol
0,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",guy flash go call call madam take care oh
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705
0,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,mark work tomorrow get work hous meet u afterward
0,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",keep ur problem ur heart nobodi fight u amp u fight ur self amp win battl g ham yeah give call got minut ham hi babe uawak feellikw via alett thatmum gotmarri ourback fuckinnic selfish call u
0,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount woman hitler eleven plu two plu one amaz
0,Aiya we discuss later lar... Pick ü up at 4 is it?,aiya discuss later lar pick ü 4
0,Hey happy birthday...,hey happi birthday
0,Sorry i missed your call. Can you please call back.,sorri miss call pleas call back
0,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,omg one thing anoth cat worm bad day end
0,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",good morn im suffer fever dysentri abl come offic today
0,I wont do anything de.,wont anyth de
0,What type of stuff do you sing?,type stuff sing
0,"St andre, virgil's cream",st andr virgil cream
0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",fri ah oki lor goin 4 drivin den go shoppin tt
0,Gokila is talking with you aha:),gokila talk aha
0,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",hi shanil rakhesh exchang uncut diamond back excel servic dino prem
0,K.k.this month kotees birthday know?,month kote birthday know
0,But i'm really really broke oh. No amount is too small even  &lt;#&gt;,realli realli broke oh amount small even lt gt
0,Sorry about that this is my mates phone and i didnt write it love Kate,sorri mate phone didnt write love kate
